ID, UPDATE, DatetimeUTC, TimestampUTC, N_N71, BaB_A91, BaG_A91, BaR_A91, BsB0_S11, BsG0_S11, BsR0_S11, BbsB0_S11, BbsG0_S11, BbsR0_S11, BaB0_A11, BaB0_A12, BaG0_A11, BaG0_A12, BaR0_A11, BaR0_A12, BsB1_S11, BsG1_S11, BsR1_S11, BbsB1_S11, BbsG1_S11, BbsR1_S11, BaB1_A11, BaB1_A12, BaB1_A91, BaG1_A11, BaG1_A12, BaG1_A91, BaR1_A11, BaR1_A12, BaR1_A91, T0_S11, U0_S11, P0_S11, T1_S11, U1_S11, P1_S11, Ng_N71, BaBg_A91, BaGg_A91, BaRg_A91, BsB0g_S11, BsG0g_S11, BsR0g_S11, BbsB0g_S11, BbsG0g_S11, BbsR0g_S11, BaB0g_A11, BaB0g_A12, BaG0g_A11, BaG0g_A12, BaR0g_A11, BaR0g_A12, BsB1g_S11, BsG1g_S11, BsR1g_S11, BbsB1g_S11, BbsG1g_S11, BbsR1g_S11, BaB1g_A11, BaB1g_A12, BaB1g_A91, BaG1g_A11, BaG1g_A12, BaG1g_A91, datacol, BaR1g_A11, BaR1g_A12, BaR1g_A91, T0g_S11, U0g_S11, P0g_S11, T1g_S11, U1g_S11, P1g_S11, NN_N71, BaBN_A91, BaGN_A91, BaRN_A91, BsB0N_S11, BsG0N_S11, BsR0N_S11, BbsB0N_S11, BbsG0N_S11, BbsR0N_S11, BaB0N_A11, BaB0N_A12, BaG0N_A11, BaG0N_A12, BaR0N_A11, BaR0N_A12, BsB1N_S11, BsG1N_S11, BsR1N_S11, BbsB1N_S11, BbsG1N_S11, BbsR1N_S11, BaB1N_A11, BaB1N_A12, BaB1N_A91, BaG1N_A11, BaG1N_A12, BaG1N_A91, BaR1N_A11, BaR1N_A12, BaR1N_A91, T0N_S11, U0N_S11, P0N_S11, T1N_S11, U1N_S11, P1N_S11, Ba1_A81, Ba2_A81, Ba3_A81, Ba4_A81, Ba5_A81, Ba6_A81, Ba7_A81, X1_A81, X2_A81, X3_A81, X4_A81, X5_A81, X6_A81, X7_A81
87749, 0, 2019-01-05T12:00:00.000Z, 20190105040000, 1580.1, 0.15, 0.14, 0.11, 2.41, 1.63, 1.87, 0.56, 0.19, 0.34, 0.26, 0.28, 0.26, 0.26, 0.18, 0.19, 4.67, 2.61, 1.85, 0.58, 0.35, 0.36, 0.4, 0.53, , 0.33, 0.48, , 0.3, 0.36, , 41.8, 12.3, 723.7, 42, 12, 718.2, 199.9, 0.54, 0.45, 0.36, 0.73, 0.55, 0.92, 0.42, 0.3, 0.47, 0.15, 0.38, 0.24, 0.34, 0.25, 0.28, 1.18, 0.57, 0.59, 0.46, 0.25, 0.38, 0.17, 0.41, , 0.21, 0.37, , , 0.09, 0.36, , 0.1, 0.4, 1.4, 0.1, 0.3, 0.6, 60, 56, 56, 56, 26, 26, 26, 26, 26, 26, 3, 27, 3, 27, 3, 27, 26, 26, 26, 26, 26, 26, 3, 26, , 3, 26, , 3, 26, , 29, 29, 29, 29, 29, 29, 1.05, 0.85, 0.72, 0.66, 0.63, 0.4, 0.41, 0.026, 0.027, 0.026, 0.032, 0.025, 0.024, 0.021
87750, 0, 2019-01-05T13:00:00.000Z, 20190105050000, 1103.9, 0.34, 0.29, 0.21, 8.19, 5.8, 2.74, 0.8, 0.74, 0.86, 0.58, 0.72, 0.55, 0.62, 0.4, 0.48, 8.8, 6.02, 2.65, 0.84, 0.83, 0.64, 0.61, 0.8, , 0.55, 0.67, , 0.52, 0.53, , 42, 12.1, 723.3, 42, 12.1, 717.9, 195.4, 0.56, 0.48, 0.39, 0.93, 0.6, 0.75, 0.52, 0.24, 0.43, 0.29, 0.6, 0.34, 0.51, 0.34, 0.48, 1.33, 0.97, 0.52, 0.49, 0.24, 0.42, 0.28, 0.36, , 0.16, 0.38, , , 0.27, 0.25, , 0.1, 0.5, 1.4, 0.1, 0.4, 0.5, 60, 56, 56, 56, 26, 26, 26, 26, 26, 26, 3, 27, 3, 27, 3, 27, 26, 26, 26, 26, 26, 26, 3, 26, , 3, 26, , 3, 26, , 29, 29, 29, 29, 29, 29, 1.99, 1.65, 1.44, 1.31, 1.22, 0.89, 0.83, 0.047, 0.048, 0.045, 0.047, 0.049, 0.043, 0.041
87751, 0, 2019-01-05T14:00:00.000Z, 20190105060000, 892.3, 0.54, 0.45, 0.34, 12.24, 8.4, 4.48, 1.12, 1.17, 1.02, 0.97, 1.04, 0.89, 0.89, 0.67, 0.69, 15.82, 10.53, 5.21, 1.38, 1.41, 1.19, 0.79, 1.3, , 0.73, 1.11, , 0.57, 0.87, , 41.8, 12.3, 723.1, 41.8, 11.9, 717.8, 88.4, 0.61, 0.51, 0.38, 2.13, 1.13, 0.79, 0.48, 0.32, 0.46, 0.05, 0.45, 0.19, 0.39, 0.07, 0.39, 2.11, 1.04, 0.68, 0.5, 0.29, 0.38, 0.62, 0.56, , 0.61, 0.51, , , 0.5, 0.47, , 0.1, 0.3, 1.5, 0.1, 0.4, 0.5, 60, 56, 56, 56, 26, 26, 26, 26, 26, 26, 3, 27, 3, 27, 3, 27, 26, 26, 26, 26, 26, 26, 3, 25, , 3, 25, , 3, 25, , 29, 29, 29, 29, 29, 29, 3.19, 2.62, 2.32, 1.91, 1.89, 1.48, 1.32, 0.076, 0.079, 0.076, 0.076, 0.075, 0.076, 0.071
87752, 0, 2019-01-05T15:00:00.000Z, 20190105070000, 819.7, 0.6, 0.51, 0.39, 16.02, 10.63, 6.01, 2.12, 1.37, 1.19, 0.83, 1.26, 0.74, 1.12, 0.61, 0.87, 15.5, 9.87, 5, 1.77, 1.21, 1.04, 1.11, 1.28, , 0.97, 1.15, , 0.8, 0.87, , 41.6, 12.1, 723, 41.8, 11.8, 717.9, 110.1, 0.43, 0.37, 0.27, 3.15, 2.06, 1.48, 0.49, 0.48, 0.38, 0.27, 0.45, 0.13, 0.4, 0.15, 0.34, 3, 1.96, 1.14, 0.62, 0.33, 0.46, 0.28, 0.58, , 0.18, 0.46, , , 0.11, 0.36, , 0.1, 0.3, 1.5, 0.1, 0.3, 0.5, 60, 56, 56, 56, 26, 26, 26, 26, 26, 26, 3, 26, 3, 26, 3, 26, 26, 26, 26, 26, 26, 26, 3, 25, , 3, 25, , 3, 25, , 29, 29, 29, 29, 29, 29, 3.64, 2.98, 2.61, 2.14, 2.06, 1.48, 1.24, 0.088, 0.093, 0.092, 0.093, 0.093, 0.093, 0.09
87753, 0, 2019-01-05T16:00:00.000Z, 20190105080000, 826.7, 0.61, 0.52, 0.38, 21, 14.46, 8.53, 2.32, 1.54, 1.5, 1.4, 1.61, 1.26, 1.41, 1.06, 1.08, 17.16, 11.09, 6.13, 2.14, 1.27, 1.25, 1.01, 1.25, , 0.9, 1.09, , 0.75, 0.85, , 41.8, 11.8, 723.2, 41.9, 11.2, 718.2, 78.4, 0.27, 0.27, 0.22, 2.42, 1.58, 1.28, 0.63, 0.4, 0.5, 0.12, 0.38, 0.03, 0.31, 0.05, 0.27, 2.53, 1.43, 0.88, 0.58, 0.28, 0.39, 0.08, 0.33, , 0.07, 0.23, , , 0.05, 0.27, , 0.1, 0.3, 1.5, 0.1, 0.2, 0.5, 60, 56, 56, 56, 26, 26, 26, 26, 26, 26, 3, 26, 3, 26, 3, 26, 26, 26, 26, 26, 26, 26, 3, 25, , 3, 25, , 3, 25, , 29, 29, 29, 29, 29, 29, 3.93, 3.25, 2.85, 2.41, 2.36, 1.69, 1.47, 0.095, 0.1, 0.096, 0.099, 0.099, 0.094, 0.09
87754, 0, 2019-01-05T17:00:00.000Z, 20190105090000, 782.2, 0.38, 0.33, 0.25, 21.95, 15.3, 8.53, 2.24, 2.05, 1.41, 1.32, 1.54, 1.19, 1.33, 0.99, 1.06, 12.97, 8.71, 4.24, 1.41, 1.26, 0.67, 0.9, 0.98, , 0.73, 0.85, , 0.64, 0.67, , 41.8, 11.4, 723.2, 41.8, 11.4, 718.2, 64.2, 0.27, 0.25, 0.19, 2.08, 1.29, 0.82, 0.52, 0.27, 0.42, 0.28, 0.24, 0.19, 0.17, 0.17, 0.22, 1.44, 1.24, 0.84, 0.54, 0.25, 0.48, 0.06, 0.26, , 0.05, 0.17, , , 0.07, 0.29, , 0.1, 0.1, 1.4, 0.1, 0.1, 0.5, 60, 56, 56, 56, 26, 26, 26, 26, 26, 26, 3, 26, 3, 26, 3, 26, 26, 26, 26, 26, 26, 26, 3, 25, , 3, 25, , 3, 25, , 29, 29, 29, 29, 29, 29, 3.46, 2.84, 2.51, 2.24, 2, 1.53, 1.34, 0.089, 0.094, 0.092, 0.092, 0.094, 0.097, 0.094
87755, 0, 2019-01-05T18:00:00.000Z, 20190105100000, 542.4, 0.15, 0.15, 0.11, 17.52, 12.14, 6.99, 1.89, 1.43, 0.71, 1.11, 1.21, 0.97, 1.07, 0.79, 0.82, 4.34, 2.96, 1.65, 0.37, 0.3, -0.23, 0.26, 0.29, , 0.19, 0.26, , 0.15, 0.17, , 41.7, 11.3, 723.5, 42, 10.6, 718.6, 192.2, 0.16, 0.17, 0.14, 1.42, 0.86, 0.65, 0.58, 0.31, 0.49, 0, 0.19, 0.05, 0.13, 0.15, 0.15, 2.14, 1.5, 0.84, 0.61, 0.32, 0.35, 0.09, 0.24, , 0.13, 0.21, , , 0.1, 0.24, , 0.1, 0.3, 1.5, 0.1, 0.1, 0.5, 60, 56, 56, 56, 26, 26, 26, 26, 26, 26, 3, 26, 3, 26, 3, 26, 26, 26, 26, 26, 26, 26, 3, 25, , 3, 25, , 3, 25, , 29, 29, 29, 29, 29, 29, 1.8, 1.46, 1.26, 1.27, 0.95, 0.69, 0.57, 0.052, 0.054, 0.052, 0.051, 0.05, 0.048, 0.044
87756, 0, 2019-01-05T19:00:00.000Z, 20190105110000, 254.8, 0.02, 0.03, 0.02, 1.27, 0.99, 1.33, 0.15, 0.06, 0.27, 0.07, 0.04, 0.11, 0.05, 0.08, 0.04, 0.82, 0.44, 0.59, 0.18, -0.02, 0.22, -0.03, 0.1, , -0.04, 0.08, , -0.01, 0.05, , 42, 10.4, 724, 42.1, 10.1, 718.8, 23.7, 0.19, 0.17, 0.14, 0.71, 0.56, 0.66, 0.49, 0.24, 0.33, 0.08, 0.16, 0.08, 0.15, 0.19, 0.2, 0.81, 0.53, 0.51, 0.6, 0.32, 0.37, 0.09, 0.19, , 0.06, 0.13, , , 0.1, 0.2, , 0.1, 0.3, 1.5, 0.1, 0.1, 0.5, 60, 56, 56, 56, 26, 26, 26, 26, 26, 26, 3, 26, 3, 26, 3, 26, 26, 26, 26, 26, 26, 26, 3, 25, , 3, 25, , 3, 25, , 29, 29, 29, 29, 29, 29, 0.21, 0.18, 0.17, 0.32, 0.1, 0.12, 0.11, 0.004, 0.005, 0.005, 0, 0.006, 0.005, 0.005
87757, 0, 2019-01-05T20:00:00.000Z, 20190105120000, 249.3, 0.02, 0.02, 0.01, 0.39, 0.58, 0.99, 0.81, 0.08, 0.13, 0.01, 0.07, 0.02, 0.06, 0.06, 0.05, 0.42, 0.3, 0.5, 0.66, 0.08, 0.09, 0.03, 0.06, , 0.02, 0.06, , -0.02, 0.05, , 41.9, 10.4, 724.1, 42, 10.5, 718.9, 21.4, 0.15, 0.13, 0.1, 1.61, 0.6, 2.17, 0.55, 0.37, 0.51, 0.11, 0.15, 0.06, 0.16, 0.05, 0.17, 0.93, 0.37, 0.52, 0.48, 0.29, 0.36, 0.09, 0.19, , 0.02, 0.12, , , 0.09, 0.15, , 0.1, 0.1, 1.5, 0.1, 0.1, 0.6, 60, 55, 55, 55, 27, 27, 27, 27, 27, 27, 3, 26, 3, 26, 3, 26, 26, 26, 26, 26, 26, 26, 3, 25, , 3, 25, , 3, 25, , 30, 30, 30, 30, 30, 30, 0.18, 0.18, 0.18, 0.36, 0.14, 0.19, 0.2, 0.005, 0.006, 0.006, 0.007, 0.005, 0.009, 0.01
87758, 0, 2019-01-05T21:00:00.000Z, 20190105130000, 273.6, 0.03, 0.03, 0.02, 1.21, 0.94, 0.61, -0.03, 0.15, 0.37, 0.06, 0.08, 0.03, 0.09, 0.06, 0.08, 0.9, 0.7, 0.32, -0.07, 0.07, 0.46, 0.04, 0.04, , 0.03, 0.06, , 0.03, 0.04, , 41.7, 10.8, 724.1, 42, 11, 719.1, 17.3, 0.26, 0.23, 0.16, 0.72, 0.56, 0.49, 0.47, 0.23, 0.31, 0.04, 0.2, 0.08, 0.17, 0.05, 0.15, 1.07, 0.38, 0.49, 0.5, 0.26, 0.35, 0.12, 0.15, , 0.13, 0.12, , , 0.08, 0.15, , 0.1, 0.1, 1.5, 0.1, 0.2, 0.6, 60, 55, 55, 55, 26, 26, 26, 26, 26, 26, 3, 27, 3, 27, 3, 27, 26, 26, 26, 26, 26, 26, 3, 25, , 3, 25, , 3, 25, , 29, 29, 29, 30, 30, 30, 0.33, 0.28, 0.27, 0.24, 0.2, 0.19, 0.21, 0.007, 0.008, 0.009, 0.01, 0.011, 0.015, 0.014
87759, 0, 2019-01-05T22:00:00.000Z, 20190105140000, 269.3, 0, -0.01, 0, 0.87, 0.83, 0.59, -0.13, 0.11, -0.04, -0.09, 0.03, -0.03, 0.03, 0.01, 0.04, 0.48, 0.38, -0.03, -0.13, -0.1, 0.05, -0.06, 0.04, , -0.06, 0.02, , 0.01, 0.04, , 42, 11.2, 724.3, 42.1, 10.7, 718.9, 20, 0.14, 0.12, 0.12, 1.19, 0.51, 0.56, 0.49, 0.32, 0.41, 0.18, 0.14, 0.13, 0.11, 0.06, 0.17, 0.81, 0.46, 0.52, 0.43, 0.25, 0.36, 0.24, 0.19, , 0.12, 0.1, , , 0.06, 0.17, , 0.1, 0.2, 1.5, 0.1, 0.2, 0.5, 60, 56, 56, 56, 26, 26, 26, 26, 26, 26, 3, 27, 3, 27, 3, 27, 26, 26, 26, 26, 26, 26, 3, 26, , 3, 26, , 3, 26, , 29, 29, 29, 29, 29, 29, 0.03, 0.02, 0, 0.01, 0, -0.04, -0.01, 0.002, 0.002, 0.001, 0.007, 0.001, 0.001, 0
87760, 0, 2019-01-05T23:00:00.000Z, 20190105150000, 291.8, -0.03, -0.02, -0.01, 0.29, 0.53, 0.43, 0.16, 0.12, 0.19, 0.06, 0.03, 0.05, 0.02, 0.07, 0.02, 0.25, 0.41, 0.27, 0.26, 0.23, 0.01, 0.03, 0.02, , 0.03, 0, , 0.01, 0.01, , 42, 10.9, 723.9, 41.9, 10.7, 718.8, 22.1, 0.61, 0.51, 0.39, 1.44, 0.35, 0.58, 0.51, 0.3, 0.41, 0.06, 0.14, 0.1, 0.16, 0.21, 0.17, 0.87, 0.35, 0.49, 0.48, 0.31, 0.42, 0.11, 0.2, , 0.11, 0.22, , , 0.16, 0.21, , 0.1, 0.2, 1.4, 0.1, 0.2, 0.5, 60, 56, 56, 56, 26, 26, 26, 26, 26, 26, 3, 27, 3, 27, 3, 27, 26, 26, 26, 26, 26, 26, 3, 26, , 3, 26, , 3, 26, , 29, 29, 29, 29, 29, 29, 0.07, 0.05, 0.02, 0.04, 0.02, 0.02, 0.02, -0.001, -0.002, -0.002, -0.002, -0.003, -0.004, -0.004
87761, 0, 2019-01-06T00:00:00.000Z, 20190105160000, 370.4, -0.09, -0.08, -0.06, -0.73, -0.02, 0.19, 0.58, 0.01, -0.41, 0.04, 0.01, 0.07, 0.01, 0.03, 0.02, -1.03, 0.06, 0.25, 0.44, -0.05, -0.28, -0.05, -0.14, , -0.02, -0.13, , -0.02, -0.14, , 41.8, 10.6, 724, 42, 8.5, 718.7, 51.4, 0.99, 0.88, 0.68, 1.4, 0.41, 0.62, 0.55, 0.27, 0.31, 0.24, 0.29, 0.17, 0.31, 0.12, 0.27, 1.07, 0.39, 0.65, 0.34, 0.24, 0.29, 0.55, 0.73, , 0.54, 0.62, , , 0.31, 0.59, , 0.1, 0.3, 1.5, 0.1, 1, 0.5, 60, 56, 56, 56, 26, 26, 26, 26, 26, 26, 3, 27, 3, 27, 3, 27, 26, 26, 26, 26, 26, 26, 3, 26, , 3, 26, , 3, 26, , 29, 29, 29, 29, 29, 29, -0.46, -0.5, -0.56, -0.75, -0.57, -0.63, -0.61, -0.014, -0.017, -0.02, -0.024, -0.027, -0.04, -0.047
87762, 0, 2019-01-06T01:00:00.000Z, 20190105170000, 457.6, 0.02, 0.01, 0.01, 0, 0.54, 0.84, 0.16, 0.14, 0.24, -0.04, 0.01, -0.06, 0.01, -0.02, 0.01, 0.44, 0.27, 0.24, 0.15, 0.08, 0.09, -0.24, 0.03, , -0.23, 0, , -0.24, 0.01, , 41.9, 7.4, 723.7, 42, 7.1, 718.3, 20.6, 0.79, 0.66, 0.53, 1.34, 0.57, 0.61, 0.56, 0.22, 0.36, 0.3, 0.27, 0.21, 0.22, 0.18, 0.19, 0.65, 0.27, 0.45, 0.62, 0.25, 0.42, 0.48, 0.42, , 0.45, 0.32, , , 0.6, 0.32, , 0.1, 0.2, 1.4, 0.1, 0.3, 0.5, 60, 56, 56, 56, 26, 26, 26, 26, 26, 26, 3, 26, 3, 26, 3, 26, 26, 26, 26, 26, 26, 26, 3, 25, , 3, 25, , 3, 25, , 29, 29, 29, 29, 29, 29, 0.04, 0.06, 0.04, -0.15, 0.02, -0.04, -0.07, 0, -0.001, -0.001, -0.003, -0.003, -0.006, -0.003
87763, 0, 2019-01-06T02:00:00.000Z, 20190105180000, 582.6, -0.07, -0.05, -0.04, 0.25, 0.27, 0.73, 0.43, -0.02, 0.29, -0.24, -0.11, -0.25, -0.11, -0.29, -0.09, 0.69, 0.05, 0.55, 0.31, -0.02, 0.14, 0.04, 0.08, , -0.01, 0.08, , -0.04, 0.07, , 41.8, 6.7, 723.2, 41.8, 5.4, 717.7, 52.3, 0.6, 0.55, 0.4, 0.68, 0.49, 0.83, 0.53, 0.28, 0.41, 0.26, 0.4, 0.26, 0.39, 0.23, 0.35, 0.71, 0.4, 0.69, 0.53, 0.25, 0.47, 0.24, 0.15, , 0.24, 0.18, , , 0.19, 0.2, , 0.1, 0.6, 1.4, 0.1, 0.3, 0.6, 60, 56, 56, 56, 26, 26, 26, 26, 26, 26, 3, 26, 3, 26, 3, 26, 26, 26, 26, 26, 26, 26, 3, 25, , 3, 25, , 3, 25, , 29, 29, 29, 29, 29, 29, -0.14, -0.15, -0.19, -0.25, -0.27, -0.26, -0.29, -0.005, -0.007, -0.008, -0.01, -0.011, -0.014, -0.016
87764, 0, 2019-01-06T03:00:00.000Z, 20190105190000, 592.8, 0.05, 0.06, 0.04, 0.88, 0.88, 0.52, 0.27, 0.12, -0.14, 0.12, 0.09, 0.07, 0.08, 0.08, 0.07, 0.5, 0.33, 0.4, 0.03, 0.17, -0.2, -0.01, 0.03, , 0.03, 0.05, , 0.01, 0.02, , 41.6, 6.1, 722.6, 41.9, 6.4, 717.2, 10.8, 0.26, 0.26, 0.2, 0.9, 0.52, 0.4, 0.54, 0.29, 0.39, 0.02, 0.19, 0.05, 0.19, 0.08, 0.2, 0.75, 0.35, 0.51, 0.45, 0.24, 0.33, 0.07, 0.19, , 0.05, 0.12, , , 0.12, 0.23, , 0.1, 0.2, 1.4, 0.1, 0.1, 0.6, 60, 58, 58, 58, 26, 26, 26, 26, 26, 26, 3, 26, 3, 26, 3, 26, 26, 26, 26, 26, 26, 26, 3, 27, , 3, 27, , 3, 27, , 29, 29, 29, 29, 29, 29, 0.35, 0.35, 0.35, 0.5, 0.28, 0.32, 0.26, 0.009, 0.011, 0.011, 0.013, 0.013, 0.017, 0.019
87765, 0, 2019-01-06T04:00:00.000Z, 20190105200000, 594.8, -0.08, -0.06, -0.04, -0.13, 0.14, 0.15, -0.46, 0.34, -0.2, 0.05, 0.06, 0.04, 0.06, 0.01, 0.06, 0.95, -0.03, 0.07, -0.34, 0.34, -0.36, -0.08, -0.09, , -0.13, -0.09, , -0.07, -0.07, , 42, 6.4, 722.3, 42, 5.7, 717.2, 34, 0.45, 0.4, 0.29, 0.76, 0.28, 0.45, 0.56, 0.24, 0.46, 0.19, 0.22, 0.13, 0.21, 0.2, 0.19, 0.95, 0.39, 0.41, 0.42, 0.3, 0.33, 0.16, 0.2, , 0.18, 0.23, , , 0.18, 0.24, , 0.1, 0.1, 1.4, 0.1, 0.6, 0.5, 60, 56, 56, 56, 26, 26, 26, 26, 26, 26, 3, 26, 3, 26, 3, 26, 26, 26, 26, 26, 26, 26, 3, 25, , 3, 25, , 3, 25, , 29, 29, 29, 29, 29, 29, 0, -0.05, -0.09, 0.08, -0.11, -0.12, -0.13, -0.007, -0.009, -0.01, -0.011, -0.012, -0.019, -0.021
87766, 0, 2019-01-06T05:00:00.000Z, 20190105210000, 592.8, -0.06, -0.04, -0.03, 0.77, 0.45, 0.24, 0.14, 0.16, 0.34, -0.03, 0.09, 0.05, 0.09, 0.05, 0.08, 0.5, 0.51, 0.27, -0.1, 0.2, 0.19, -0.16, -0.09, , -0.17, -0.1, , -0.16, -0.09, , 41.8, 5.9, 722.4, 41.7, 4.9, 717.4, 20.3, 0.47, 0.41, 0.3, 0.51, 0.3, 0.43, 0.56, 0.32, 0.34, 0.15, 0.26, 0.02, 0.13, 0.11, 0.17, 0.8, 0.47, 0.33, 0.52, 0.26, 0.39, 0.08, 0.27, , 0.03, 0.18, , , 0.07, 0.21, , 0.1, 0.3, 1.5, 0.1, 0.7, 0.5, 60, 56, 56, 56, 26, 26, 26, 26, 26, 26, 3, 26, 3, 26, 3, 26, 26, 26, 26, 26, 26, 26, 3, 25, , 3, 25, , 3, 25, , 29, 29, 29, 29, 29, 29, -0.31, -0.28, -0.29, -0.14, -0.37, -0.39, -0.37, -0.002, -0.002, -0.005, -0.011, -0.008, -0.014, -0.016
87767, 0, 2019-01-06T06:00:00.000Z, 20190105220000, 537.9, -0.06, -0.03, -0.03, 0.7, 0.37, 0.05, -0.05, 0.07, -0.04, 0.01, 0.02, 0.03, 0.03, 0.03, 0.02, 0.89, 0.65, -0.29, -0.05, 0.1, 0, 0.05, -0.01, , 0.04, 0, , 0.03, -0.02, , 41.6, 4.2, 722.8, 41.9, 3.1, 717.6, 19.9, 0.86, 0.74, 0.58, 1, 0.41, 0.38, 0.49, 0.27, 0.48, 0.11, 0.44, 0.06, 0.4, 0.07, 0.38, 0.73, 0.43, 0.43, 0.57, 0.26, 0.42, 0.21, 0.23, , 0.29, 0.26, , , 0.16, 0.26, , 0.1, 0.4, 1.5, 0.1, 0.2, 0.5, 60, 56, 56, 56, 26, 26, 26, 26, 26, 26, 3, 26, 3, 26, 3, 26, 26, 26, 26, 26, 26, 26, 3, 25, , 3, 25, , 3, 25, , 29, 29, 29, 29, 29, 29, -0.31, -0.31, -0.3, -0.35, -0.47, -0.53, -0.5, -0.005, -0.007, -0.007, -0.01, -0.014, -0.022, -0.026
87768, 0, 2019-01-06T07:00:00.000Z, 20190105230000, 531.8, 0.03, 0.04, 0.04, -0.2, 0.36, 0.02, 0.09, 0.22, 0.27, 0.09, 0.08, 0.07, 0.08, 0.04, 0.06, -0.05, 0.5, -0.07, 0.13, -0.05, 0.41, 0.08, 0.04, , 0.05, 0.03, , 0.06, 0.04, , 42, 3.1, 723.1, 42.1, 3.3, 718, 22.9, 0.61, 0.59, 0.44, 1.29, 0.62, 0.45, 0.54, 0.21, 0.34, 0.31, 0.29, 0.15, 0.22, 0.15, 0.23, 0.79, 0.5, 0.52, 0.33, 0.3, 0.46, 0.17, 0.36, , 0.14, 0.32, , , 0.16, 0.31, , 0.1, 0.2, 1.5, 0.1, 0.2, 0.5, 60, 56, 56, 56, 26, 26, 26, 26, 26, 26, 3, 26, 3, 26, 3, 26, 26, 26, 26, 26, 26, 26, 3, 25, , 3, 25, , 3, 25, , 29, 29, 29, 29, 29, 29, 0.19, 0.19, 0.13, 0.22, 0.24, 0.22, 0.3, 0.004, 0.005, 0.004, 0.007, 0.008, 0.01, 0.014
87769, 0, 2019-01-06T08:00:00.000Z, 20190106000000, 518.5, -0.01, -0.03, -0.02, -0.32, 0.28, 0.49, 0.56, -0.07, 0.22, -0.07, 0.07, -0.16, 0.06, -0.11, 0.05, -0.05, 0.11, 0.46, 0.38, -0.17, 0.01, 0.23, -0.03, , 0.21, -0.05, , 0.21, -0.06, , 41.9, 3.4, 723.3, 41.9, 3.4, 718.3, 15.8, 1.13, 0.99, 0.77, 1.18, 0.68, 0.81, 0.5, 0.23, 0.32, 0.09, 0.26, 0.31, 0.25, 0.17, 0.24, 1.08, 0.5, 0.5, 0.51, 0.27, 0.41, 0.29, 0.65, , 0.17, 0.6, , , 0.26, 0.57, , 0.1, 0.2, 1.5, 0.1, 0.6, 0.5, 60, 56, 56, 56, 26, 26, 26, 26, 26, 26, 3, 27, 3, 27, 3, 27, 26, 26, 26, 26, 26, 26, 3, 25, , 3, 25, , 3, 25, , 29, 29, 29, 29, 29, 29, -0.06, -0.07, -0.05, -0.03, -0.08, -0.08, -0.11, -0.007, -0.011, -0.012, -0.006, -0.013, -0.016, -0.02
87770, 0, 2019-01-06T09:00:00.000Z, 20190106010000, 515.3, 0.07, 0.07, 0.05, 0.35, 0.48, 0.25, 0.21, 0.28, 0.11, -0.16, 0.14, -0.16, 0.12, -0.13, 0.12, 0.14, 0.49, 0.11, 0.28, 0.23, 0.09, 0.43, 0.09, , 0.43, 0.1, , 0.45, 0.06, , 41.7, 2.9, 723.6, 42, 2.1, 718.5, 34.9, 2.68, 2.39, 1.83, 0.9, 0.64, 0.43, 0.86, 0.35, 0.38, 0.32, 0.79, 0.29, 0.72, 0.27, 0.7, 0.74, 0.43, 0.52, 0.51, 0.23, 0.34, 0.41, 1.46, , 0.39, 1.33, , , 0.31, 1.2, , 0.1, 0.5, 1.5, 0.1, 0.8, 0.7, 60, 55, 55, 55, 27, 27, 27, 27, 27, 27, 3, 26, 3, 26, 3, 26, 26, 26, 26, 26, 26, 26, 3, 26, , 3, 26, , 3, 26, , 30, 30, 30, 30, 30, 30, 0.05, 0.15, 0.46, 0.58, 0.26, 0.09, -0.07, 0.01, 0.012, 0.011, 0.012, 0.011, 0.009, 0.014
87771, 0, 2019-01-06T10:00:00.000Z, 20190106020000, 546.7, 0.04, 0.03, 0.02, 1.73, 1.1, 0.28, 0.81, 0.1, 0.13, 0.68, 0.19, 0.66, 0.16, 0.55, 0.13, 0.69, 0.51, 0.06, 0.82, -0.01, -0.05, 0.16, -0.06, , 0.22, -0.06, , 0.18, -0.05, , 42, 2.9, 723.7, 42.1, 2.2, 718.4, 84.6, 2.93, 2.57, 2.02, 1.13, 0.65, 0.49, 0.45, 0.28, 0.62, 0.56, 1.79, 0.48, 1.69, 0.54, 1.56, 0.87, 0.45, 0.43, 0.45, 0.23, 0.44, 0.79, 0.96, , 0.8, 0.9, , , 0.79, 0.81, , 0.1, 1.2, 1.4, 0.1, 0.6, 0.5, 60, 56, 56, 56, 27, 27, 27, 27, 27, 27, 3, 26, 3, 26, 3, 26, 26, 26, 26, 26, 26, 26, 3, 26, , 3, 26, , 3, 26, , 30, 30, 30, 29, 29, 29, 0.06, 0.16, 0.13, -0.18, -0.17, -0.41, -0.31, -0.008, -0.008, -0.011, -0.013, -0.01, -0.01, -0.016
